,Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,HouseAge,Remodel_Age,is_Remodeled,Total_SF
1041,1242,535178060,20,6.0,72.0,9000,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,6,5,1956,1956,3.0,1.0,6.0,5.0,3.0,74.0,3,3,4.0,4,3,0,2,616.0,1,0.0,580.0,1196.0,5.0,4,1,4,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,8,1,4,6.0,1956.0,2,1.0,297.0,3,3,2,0,44,0,0,0,0,0,5,2008,6.0,139000,52,0,0,2392.0
1042,2714,905107070,60,6.0,74.0,7844,2,4,2.0,3,1.0,3,9.0,6.0,5.0,4.0,7.0,6,7,1978,1978,4.0,1.0,9.0,10.0,3.0,203.0,3,3,4.0,3,3,0,5,209.0,1,0.0,463.0,672.0,5.0,3,1,5,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,8,1,3,6.0,1978.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,2006,6.0,149500,28,0,0,2072.0
1043,799,905480210,70,6.0,60.0,9084,2,4,2.0,3,1.0,3,6.0,1.0,5.0,4.0,7.0,4,5,1940,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,2,1,0.0,1,0.0,755.0,755.0,5.0,3,1,5,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,8,1,4,3.0,1940.0,1,1.0,296.0,2,1,1,120,0,0,0,0,0,0,10,2009,6.0,108000,69,10,0,2265.0
1044,1260,535383100,190,6.0,60.0,10800,2,4,2.0,3,1.0,3,4.0,6.0,5.0,1.0,7.0,4,7,1900,2000,3.0,1.0,7.0,9.0,2.0,0.0,3,3,2.0,0,0,0,0,0.0,0,0.0,0.0,0.0,5.0,3,0,4,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,8,0,0,2.0,1900.0,0,0.0,0.0,0,0,0,220,114,210,0,0,0,0,8,2008,6.0,106250,108,100,0,1294.0
1045,2107,906380160,20,6.0,74.0,8556,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,7,5,2006,2006,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,3,1,0.0,1,0.0,1240.0,1240.0,5.0,5,1,5,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,8,0,0,6.0,2006.0,2,3.0,826.0,3,3,2,140,93,0,0,0,0,0,5,2007,6.0,194000,1,0,0,2480.0
1046,2486,532351060,20,6.0,70.0,9100,2,4,2.0,3,1.0,3,9.0,3.0,5.0,4.0,5.0,5,4,1962,1962,4.0,1.0,6.0,5.0,3.0,51.0,3,3,4.0,3,3,0,2,36.0,1,0.0,952.0,988.0,5.0,5,1,5,988,0,0,988,1.0,0.0,1,0,3,1,3,6,8,0,0,3.0,1977.0,1,2.0,624.0,3,3,2,0,0,0,0,0,0,0,7,2006,6.0,129500,44,0,0,1976.0
1047,1911,535101150,90,6.0,63.0,8668,2,4,2.0,3,3.0,3,12.0,6.0,5.0,3.0,5.0,5,5,1968,1968,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,0,1,0.0,1,0.0,1560.0,1560.0,5.0,3,1,5,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,8,0,0,3.0,1968.0,1,3.0,792.0,3,3,2,0,0,0,0,0,0,0,5,2007,6.0,126000,39,0,0,3120.0
1048,896,908225290,20,6.0,70.0,11767,2,4,2.0,3,1.0,3,6.0,6.0,5.0,4.0,5.0,5,5,1950,1950,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,2,3,2,3,1078.0,1,0.0,0.0,1078.0,5.0,3,1,4,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,7,0,0,6.0,1950.0,2,1.0,195.0,3,3,2,0,41,211,0,0,0,900,6,2009,6.0,120000,59,0,0,2446.0
1049,272,907410080,20,6.0,70.0,8400,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,7,5,2004,2005,3.0,1.0,13.0,14.0,3.0,109.0,4,3,6.0,4,3,3,6,712.0,1,0.0,761.0,1473.0,5.0,5,1,5,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,8,0,0,6.0,2004.0,2,2.0,606.0,3,3,2,0,35,0,144,0,0,0,5,2010,6.0,213000,6,1,1,2957.0
1050,2521,533253090,120,6.0,40.0,3874,2,3,2.0,3,1.0,3,16.0,6.0,5.0,5.0,5.0,8,5,1980,1980,3.0,1.0,6.0,5.0,2.0,0.0,4,3,4.0,4,3,4,6,807.0,1,0.0,419.0,1226.0,5.0,3,1,5,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,8,1,2,6.0,1980.0,3,2.0,484.0,3,3,2,133,78,0,0,0,0,0,7,2006,6.0,190000,26,0,0,2452.0
1051,2324,527158020,20,6.0,64.0,8076,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,5.0,6,6,1993,1994,3.0,1.0,9.0,10.0,3.0,112.0,3,3,6.0,4,3,0,6,705.0,1,0.0,455.0,1160.0,5.0,4,1,5,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,8,1,3,6.0,1993.0,3,2.0,402.0,3,3,2,0,26,0,0,144,0,0,7,2006,6.0,183500,13,1,1,2329.0
1052,1953,535402140,80,6.0,93.0,10090,2,3,2.0,3,1.0,3,12.0,6.0,5.0,4.0,4.0,7,5,1963,1999,3.0,1.0,10.0,11.0,3.0,364.0,3,3,4.0,3,3,3,3,242.0,5,483.0,0.0,725.0,5.0,3,1,5,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,8,2,3,7.0,1963.0,1,1.0,276.0,3,3,2,460,46,0,0,165,0,0,10,2007,6.0,172000,44,36,0,2376.0
1053,887,908102290,20,6.0,67.0,8877,2,4,2.0,3,1.0,2,6.0,6.0,5.0,4.0,5.0,4,6,1938,1958,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,2,5,690.0,1,0.0,126.0,816.0,5.0,5,1,5,816,0,0,816,1.0,0.0,1,0,2,1,3,3,8,1,4,3.0,1958.0,1,1.0,288.0,2,2,2,0,0,0,0,0,0,0,5,2009,6.0,100000,71,20,0,1632.0
1054,1479,907418010,20,6.0,85.0,11058,2,4,2.0,3,3.0,3,18.0,6.0,5.0,4.0,5.0,7,6,2007,2007,3.0,1.0,13.0,14.0,5.0,212.0,4,3,6.0,4,3,0,6,56.0,1,0.0,1508.0,1564.0,5.0,5,1,5,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,8,0,0,6.0,2007.0,2,3.0,814.0,3,3,2,0,24,0,0,0,0,0,2,2008,6.0,218836,1,0,0,3128.0
1055,1317,902326060,190,4.0,60.0,10800,2,4,2.0,3,1.0,3,4.0,6.0,5.0,1.0,2.0,6,7,1905,2000,3.0,1.0,6.0,5.0,2.0,0.0,3,3,2.0,2,3,0,1,0.0,1,0.0,482.0,482.0,5.0,5,0,5,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,8,1,3,3.0,2003.0,1,2.0,672.0,4,3,2,0,25,212,0,0,0,0,4,2008,6.0,163000,103,95,0,2394.0
1056,1750,528235170,20,6.0,59.0,10936,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,5.0,7,5,2006,2006,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,3,1,0.0,1,0.0,1510.0,1510.0,5.0,5,1,5,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,8,1,4,6.0,2006.0,2,2.0,534.0,3,3,2,100,18,0,0,0,0,0,4,2007,8.0,206580,1,0,0,3035.0
1057,2815,907420070,60,6.0,65.0,8461,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,7.0,6,5,2005,2006,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,0,1,0.0,1,0.0,728.0,728.0,5.0,5,1,5,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,8,1,4,6.0,2005.0,3,2.0,390.0,3,3,2,0,24,0,0,0,0,0,7,2006,8.0,163990,1,1,1,2184.0
1058,2692,903452090,70,4.0,60.0,7518,2,4,2.0,3,4.0,3,2.0,6.0,5.0,4.0,7.0,5,8,1910,2004,3.0,1.0,3.0,11.0,2.0,0.0,2,4,2.0,2,2,0,1,0.0,1,0.0,396.0,396.0,5.0,4,1,5,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,8,0,0,3.0,2001.0,1,1.0,390.0,3,3,0,0,72,45,0,0,0,0,7,2006,6.0,116500,96,94,0,1726.0
1059,1090,528240050,60,6.0,64.0,8010,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,7.0,7,5,2002,2003,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,0,1,0.0,1,0.0,840.0,840.0,5.0,5,1,5,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,8,1,4,7.0,2002.0,3,2.0,400.0,3,3,2,138,48,0,0,0,0,0,7,2008,6.0,188000,6,1,1,2560.0
1060,1912,535102010,85,6.0,70.0,10050,2,3,2.0,3,1.0,3,12.0,6.0,5.0,4.0,3.0,5,6,1966,1966,3.0,1.0,9.0,10.0,3.0,87.0,3,3,4.0,3,3,3,6,602.0,1,0.0,191.0,793.0,5.0,5,1,5,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,8,1,3,4.0,1966.0,3,2.0,432.0,3,3,2,140,40,0,0,0,0,0,6,2007,6.0,175000,41,0,0,2073.0
1061,1634,527184020,120,6.0,38.0,4740,2,3,2.0,3,1.0,3,24.0,6.0,5.0,5.0,5.0,8,5,1988,1988,3.0,1.0,12.0,13.0,2.0,0.0,4,3,4.0,4,3,4,6,248.0,1,0.0,918.0,1166.0,5.0,4,1,5,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,8,0,0,6.0,1988.0,2,2.0,480.0,3,3,2,0,108,0,0,135,0,0,10,2007,6.0,182000,19,0,0,2345.0
1062,1974,902100010,30,4.0,60.0,6978,2,4,1.0,3,1.0,3,4.0,1.0,5.0,4.0,5.0,5,7,1926,1980,3.0,1.0,7.0,9.0,2.0,0.0,4,4,2.0,3,3,0,1,0.0,1,0.0,850.0,850.0,5.0,3,1,5,960,0,0,960,0.0,0.0,1,0,2,1,3,5,8,0,0,3.0,1981.0,2,2.0,576.0,3,3,2,0,0,116,0,0,0,0,4,2007,6.0,103000,81,54,0,1810.0
1063,634,535154130,20,6.0,66.0,9240,2,3,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,6,8,1959,1998,4.0,1.0,7.0,9.0,2.0,0.0,4,3,4.0,3,3,0,5,708.0,1,0.0,280.0,988.0,5.0,3,1,5,988,0,0,988,1.0,0.0,2,0,3,1,4,6,8,0,0,6.0,1959.0,1,1.0,297.0,3,3,2,156,0,0,0,0,0,0,6,2009,6.0,149500,50,39,0,1976.0
1064,1683,527455030,120,6.0,24.0,2304,2,4,2.0,3,1.0,3,10.0,6.0,5.0,2.0,5.0,7,7,1978,1978,3.0,1.0,10.0,4.0,2.0,0.0,3,3,4.0,4,3,0,6,632.0,1,6.0,423.0,1061.0,5.0,3,1,5,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,8,0,0,6.0,1978.0,1,1.0,319.0,3,3,2,108,32,0,0,0,0,0,4,2007,6.0,142500,29,0,0,2116.0
1065,2199,909251030,30,6.0,54.0,7223,2,4,2.0,3,1.0,3,20.0,6.0,5.0,4.0,5.0,5,5,1926,1950,4.0,1.0,5.0,11.0,2.0,0.0,3,3,6.0,3,3,2,4,319.0,1,0.0,971.0,1290.0,5.0,3,1,5,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,8,0,0,3.0,1973.0,1,1.0,352.0,3,3,2,0,0,64,0,0,0,0,4,2007,6.0,136500,81,24,0,2712.0
1066,2789,907230240,160,5.0,52.0,3612,2,3,2.0,3,1.0,3,8.0,6.0,5.0,2.0,7.0,6,5,1993,1994,3.0,1.0,13.0,14.0,2.0,0.0,3,3,6.0,4,3,0,6,338.0,1,0.0,292.0,630.0,5.0,5,1,5,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,8,0,0,3.0,1993.0,1,2.0,484.0,3,3,2,0,48,0,0,0,0,0,6,2006,6.0,137000,13,1,1,1950.0
1067,1018,527301245,20,6.0,63.0,12680,2,3,2.0,3,1.0,3,17.0,6.0,5.0,4.0,5.0,7,6,1988,1988,3.0,1.0,10.0,5.0,3.0,102.0,4,3,4.0,4,4,2,6,983.0,1,0.0,692.0,1675.0,5.0,5,1,5,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,8,1,5,6.0,1988.0,2,2.0,528.0,3,3,2,0,48,0,0,141,0,0,6,2008,6.0,226500,20,0,0,3363.0
1068,14,527180040,20,6.0,85.0,10176,2,4,2.0,3,1.0,3,14.0,6.0,5.0,4.0,5.0,7,5,1990,1990,3.0,1.0,9.0,10.0,2.0,0.0,3,3,6.0,4,3,4,6,637.0,1,0.0,663.0,1300.0,5.0,4,1,5,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,8,1,1,6.0,1990.0,1,2.0,506.0,3,3,2,192,0,0,0,0,0,0,2,2010,6.0,171500,20,0,0,2641.0
1069,2782,907200170,80,6.0,55.0,10780,2,3,2.0,3,1.0,3,18.0,6.0,5.0,4.0,4.0,5,5,1976,1976,3.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,3,5,483.0,1,0.0,428.0,911.0,5.0,4,1,5,954,0,0,954,0.0,0.0,1,0,3,1,3,6,8,0,0,3.0,1976.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,7,2006,6.0,132500,30,0,0,1865.0
1070,2626,535454050,90,6.0,66.0,8544,2,4,2.0,3,1.0,3,12.0,6.0,5.0,3.0,5.0,3,4,1949,1950,3.0,1.0,5.0,8.0,3.0,340.0,3,3,1.0,0,0,0,0,0.0,0,0.0,0.0,0.0,2.0,2,0,4,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,8,0,0,3.0,1949.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,5,2006,6.0,87500,57,1,1,1040.0
1071,1175,533234020,60,7.0,79.0,10646,2,3,2.0,3,3.0,3,22.0,6.0,5.0,4.0,7.0,7,5,2001,2001,3.0,1.0,13.0,14.0,3.0,513.0,3,3,6.0,3,3,0,6,681.0,1,0.0,177.0,858.0,5.0,5,1,5,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,8,1,3,6.0,2001.0,3,2.0,546.0,3,3,2,0,0,0,0,0,0,0,6,2008,6.0,223000,7,0,0,2647.0
1072,1232,535105060,20,6.0,80.0,8400,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,6,9,1962,2005,3.0,1.0,6.0,5.0,3.0,237.0,4,4,4.0,3,3,0,1,0.0,1,0.0,1319.0,1319.0,5.0,3,1,5,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,8,1,4,6.0,1962.0,2,2.0,462.0,3,3,2,0,36,0,0,0,0,0,7,2008,4.0,174000,46,43,0,2856.0
1073,2590,535325450,20,6.0,85.0,15428,2,4,2.0,3,1.0,3,12.0,6.0,5.0,4.0,5.0,5,6,1951,1991,4.0,1.0,7.0,9.0,2.0,0.0,3,3,4.0,3,3,0,3,741.0,1,0.0,143.0,884.0,5.0,5,1,5,884,0,0,884,1.0,0.0,1,0,2,1,3,4,8,0,0,6.0,1951.0,3,1.0,270.0,3,3,2,0,0,0,0,195,0,0,6,2006,6.0,142000,55,40,0,1768.0
1074,2463,528477030,20,7.0,81.0,11216,2,4,2.0,3,1.0,3,22.0,6.0,5.0,4.0,5.0,8,5,2006,2006,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,4,0,1,0.0,1,0.0,1489.0,1489.0,5.0,5,1,5,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,8,1,4,6.0,2006.0,2,2.0,776.0,3,3,2,0,140,0,0,0,0,0,6,2006,8.0,232600,0,0,0,2978.0
1075,2358,527377030,20,6.0,78.0,10140,2,4,2.0,3,1.0,3,17.0,6.0,5.0,4.0,5.0,6,6,1974,1999,4.0,1.0,9.0,10.0,3.0,99.0,3,3,4.0,3,3,0,5,663.0,2,377.0,0.0,1040.0,5.0,2,1,5,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,8,1,2,6.0,1974.0,2,2.0,484.0,3,3,2,265,0,0,0,0,648,0,1,2006,6.0,181000,32,25,0,2349.0
1076,2911,923225260,160,4.0,42.0,3964,2,4,2.0,3,1.0,3,1.0,6.0,5.0,5.0,7.0,6,4,1973,1973,3.0,1.0,12.0,13.0,2.0,0.0,3,3,4.0,4,3,0,5,837.0,1,0.0,105.0,942.0,5.0,4,1,5,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,4,1,4,6.0,1973.0,3,2.0,576.0,3,3,2,728,20,0,0,0,0,0,6,2006,6.0,151400,33,0,0,3463.0
1077,1699,528112150,20,6.0,98.0,11428,2,3,2.0,3,1.0,3,26.0,6.0,5.0,4.0,5.0,8,5,2006,2006,3.0,1.0,13.0,14.0,5.0,248.0,4,3,6.0,4,3,0,1,0.0,1,0.0,1626.0,1626.0,5.0,5,1,5,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,8,1,4,6.0,2006.0,2,3.0,866.0,3,3,2,0,44,0,0,0,0,0,5,2007,6.0,250000,1,0,0,3260.0
1078,115,534152100,60,6.0,80.0,10421,2,4,2.0,3,1.0,3,17.0,6.0,5.0,4.0,7.0,7,5,1988,1988,3.0,1.0,9.0,10.0,3.0,42.0,3,3,4.0,4,3,0,6,394.0,1,0.0,586.0,980.0,5.0,3,1,5,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,8,1,3,6.0,1988.0,1,2.0,496.0,3,3,2,228,66,156,0,0,0,500,3,2010,6.0,196500,22,0,0,2694.0
1079,1998,902330090,75,4.0,75.0,13500,2,4,2.0,3,3.0,3,4.0,6.0,5.0,4.0,6.0,7,8,1879,1987,3.0,1.0,6.0,5.0,2.0,0.0,3,4,6.0,3,3,0,1,0.0,1,0.0,819.0,819.0,5.0,3,1,4,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,8,1,4,6.0,1950.0,1,2.0,576.0,3,3,0,0,148,150,0,0,0,0,2,2007,6.0,185000,128,108,0,3273.0
1080,589,534129380,20,6.0,75.0,9000,2,4,2.0,3,1.0,3,17.0,4.0,5.0,4.0,5.0,6,5,1969,1969,3.0,1.0,9.0,10.0,3.0,200.0,3,3,4.0,3,3,3,4,955.0,1,0.0,261.0,1216.0,5.0,3,1,5,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,8,0,0,6.0,1969.0,1,1.0,336.0,3,3,2,0,0,0,0,0,0,0,8,2009,6.0,113000,40,0,0,2432.0
1081,2821,908103320,90,6.0,35.0,9400,2,3,2.0,3,5.0,3,6.0,6.0,5.0,3.0,3.0,6,5,1975,1975,5.0,2.0,8.0,11.0,3.0,250.0,3,3,4.0,4,4,4,6,945.0,1,0.0,0.0,945.0,5.0,3,1,5,980,0,0,980,0.0,2.0,2,0,4,0,3,4,8,0,0,2.0,1975.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,10,2006,6.0,127500,31,0,0,1925.0
1082,1846,533221060,160,7.0,24.0,2117,2,4,2.0,3,1.0,3,22.0,6.0,5.0,2.0,7.0,6,5,2000,2000,3.0,1.0,7.0,9.0,3.0,216.0,4,3,6.0,4,3,0,6,417.0,1,0.0,339.0,756.0,5.0,5,1,5,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,8,0,0,3.0,2000.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,9,2007,6.0,177000,7,0,0,2329.0
1083,1805,528482030,60,7.0,85.0,10625,2,4,2.0,3,1.0,3,22.0,6.0,5.0,4.0,7.0,6,5,2004,2004,3.0,1.0,13.0,14.0,3.0,353.0,4,3,6.0,4,3,3,1,0.0,1,0.0,1158.0,1158.0,5.0,5,1,5,1158,1285,0,2443,0.0,0.0,2,1,4,1,4,9,6,1,4,7.0,2004.0,2,3.0,744.0,3,3,2,193,127,0,0,0,0,0,6,2007,6.0,265000,3,0,0,3601.0
1084,1853,533244040,60,7.0,106.0,8413,2,3,2.0,3,1.0,3,22.0,6.0,5.0,4.0,7.0,8,5,1998,1998,3.0,1.0,13.0,14.0,2.0,0.0,4,4,6.0,5,3,2,6,901.0,1,0.0,319.0,1220.0,5.0,5,1,5,1220,1142,0,2362,1.0,0.0,2,1,3,1,4,8,8,2,3,6.0,1998.0,2,2.0,1105.0,4,3,2,147,0,36,0,144,0,0,6,2007,6.0,312500,9,0,0,3582.0
1085,1321,902401120,75,4.0,75.0,13500,2,4,2.0,3,1.0,3,4.0,1.0,7.0,4.0,6.0,10,9,1893,2000,3.0,1.0,6.0,5.0,2.0,0.0,5,5,2.0,3,3,0,1,0.0,1,0.0,1237.0,1237.0,5.0,4,1,5,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,8,1,4,3.0,1988.0,1,2.0,880.0,4,3,2,105,502,0,0,0,0,0,7,2008,6.0,325000,115,107,0,4012.0
1086,564,532478020,20,6.0,85.0,15676,2,3,3.0,3,1.0,3,25.0,6.0,5.0,4.0,5.0,8,8,1980,1980,3.0,1.0,13.0,14.0,3.0,115.0,4,4,4.0,4,4,4,5,1733.0,3,92.0,189.0,2014.0,5.0,4,1,5,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,4,2,4,6.0,1980.0,2,3.0,864.0,3,3,2,462,0,0,255,0,0,0,4,2009,6.0,275000,29,0,0,4028.0
1087,1771,528358040,60,6.0,82.0,9950,2,3,2.0,3,1.0,3,28.0,6.0,5.0,4.0,7.0,7,5,1995,1995,3.0,1.0,13.0,14.0,3.0,290.0,4,3,6.0,4,3,0,6,565.0,1,0.0,638.0,1203.0,5.0,5,1,5,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,8,1,3,6.0,1995.0,2,3.0,721.0,3,3,2,224,114,0,0,0,0,0,6,2007,6.0,290000,12,0,0,3723.0
1088,90,532479070,20,6.0,39.0,15410,2,3,2.0,3,5.0,3,9.0,2.0,5.0,4.0,5.0,6,6,1974,2002,4.0,1.0,10.0,11.0,1.0,250.0,3,4,4.0,3,3,4,4,126.0,6,859.0,223.0,1208.0,5.0,5,1,5,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,8,2,2,6.0,1974.0,3,2.0,461.0,3,3,2,296,0,186,0,0,0,0,4,2010,6.0,169000,36,28,0,2702.0
1089,2684,903235020,30,4.0,50.0,6000,2,4,2.0,3,1.0,3,5.0,6.0,5.0,4.0,5.0,5,7,1921,1950,3.0,1.0,6.0,6.0,2.0,0.0,3,3,4.0,3,3,0,2,616.0,1,0.0,0.0,616.0,5.0,4,1,5,616,0,0,616,0.0,0.0,1,0,2,1,3,4,8,0,0,3.0,1921.0,1,1.0,205.0,3,3,2,0,0,129,0,0,0,0,6,2006,6.0,89000,85,29,0,1232.0
1090,13,527166040,60,6.0,63.0,8402,2,3,2.0,3,1.0,3,14.0,6.0,5.0,4.0,7.0,6,5,1998,1998,3.0,1.0,13.0,14.0,2.0,0.0,3,3,6.0,4,3,0,1,0.0,1,0.0,789.0,789.0,5.0,4,1,5,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,8,1,4,6.0,1998.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,5,2010,6.0,180400,12,0,0,2254.0
1091,445,528142130,20,6.0,85.0,10655,2,3,2.0,3,1.0,3,26.0,6.0,5.0,4.0,5.0,8,5,2003,2004,3.0,1.0,13.0,14.0,3.0,296.0,4,3,6.0,4,3,0,6,1124.0,0,479.0,1603.0,3206.0,5.0,5,1,5,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,8,1,4,6.0,2003.0,2,3.0,880.0,3,3,2,0,0,0,0,0,0,0,10,2009,6.0,284000,6,1,1,4835.0
1092,1914,535106140,20,6.0,70.0,10150,2,4,2.0,3,1.0,3,12.0,4.0,5.0,4.0,5.0,5,5,1958,1958,3.0,1.0,6.0,5.0,2.0,1.0,3,3,4.0,3,3,0,3,456.0,1,0.0,456.0,912.0,5.0,5,1,4,912,0,0,912,0.0,0.0,1,0,2,1,3,5,8,0,0,6.0,1958.0,2,1.0,275.0,3,3,2,0,0,0,0,0,0,0,7,2007,4.0,114500,49,0,0,1824.0
1093,2811,907410110,20,6.0,84.0,10084,2,4,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,7,5,2005,2006,3.0,1.0,13.0,14.0,3.0,196.0,4,3,6.0,4,3,3,6,24.0,1,0.0,1528.0,1552.0,5.0,5,1,5,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,8,0,0,6.0,2005.0,2,3.0,782.0,3,3,2,144,20,0,0,0,0,0,7,2006,8.0,212900,1,1,1,3104.0
1094,850,907194110,20,6.0,67.0,16285,2,2,2.0,3,1.0,3,18.0,6.0,5.0,4.0,5.0,7,5,2001,2002,3.0,1.0,13.0,14.0,2.0,0.0,4,3,6.0,4,3,0,1,0.0,1,0.0,1413.0,1413.0,5.0,5,1,5,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,8,0,0,6.0,2001.0,2,2.0,605.0,3,3,2,0,33,0,0,0,0,0,6,2009,6.0,187100,8,1,1,2843.0
1095,1844,533213140,160,7.0,34.0,3230,2,4,2.0,3,3.0,3,22.0,6.0,5.0,5.0,7.0,6,5,1999,1999,3.0,1.0,7.0,9.0,3.0,1129.0,3,3,6.0,4,3,0,6,419.0,1,0.0,310.0,729.0,5.0,4,1,5,729,729,0,1458,0.0,0.0,2,1,2,1,3,5,8,1,2,3.0,1999.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,6,2007,6.0,176000,8,0,0,2187.0
1096,2225,909428340,20,6.0,101.0,21579,2,3,2.0,3,5.0,3,20.0,6.0,5.0,4.0,5.0,6,6,1968,1968,4.0,1.0,9.0,12.0,2.0,0.0,3,3,6.0,4,3,0,4,813.0,1,0.0,675.0,1488.0,5.0,5,1,5,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,8,2,4,6.0,1968.0,2,2.0,552.0,3,3,2,0,0,216,0,0,0,0,9,2007,7.0,215000,39,0,0,2976.0
